,Unnamed: 0,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,betha,seed,EPH,corr
74,74,2,1,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1.0,1,1,1,1,1,1,1,1,1,1,1,0,2,0,0,1,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,1,1,1,2,2,2.0,2,0,1,0.6,74,1.021341463414634,-0.3383576328389604
75,75,2,1,1,1,1,1,2,1,0,1,1,1,1,1,2,1,1.0,1,1,0,1,2,2,1,1,1,0,2,1,2,1,2,1,1,0,1,1,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,2,0,0.0,1,1,1,0.4,75,1.0466666666666666,-0.16222911351315522
76,76,0,0,1,1,1,1,1,0,1,1,1,1,1,2,1,0,2.0,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2.0,0,2,1,0.5,76,1.0176470588235293,-0.3483676504725208
77,77,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1.0,1,2,0,1,1,1,1,0,1,1,1,1,2,1,0,0,1,1,2,1,0,2,0,1,1,1,2,0,1,1,1,1,1,1,1,2,1,0,1,1,0,2,0,1,1,1,2,1,1,1,1,1,2,2,2.0,2,1,1,0.4,77,1.0573770491803278,-0.3682240540610704
78,78,1,2,1,0,1,2,1,1,1,1,1,1,0,1,1,1,2.0,1,2,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,1,0,2,2.0,1,2,1,0.5,78,1.052757793764988,-0.21873932681685945
79,79,2,0,1,1,1,1,1,1,1,1,2,1,1,0,1,2,2.0,1,1,1,0,2,1,0,1,1,1,2,1,2,1,1,1,2,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,2,1,1,1,1,1,0,1,0,1,1,1,0,2,1,1,2.0,2,0,0,0.5,79,1.047034764826176,-0.1961150393517972
80,80,1,1,1,0,1,0,1,1,1,1,0,2,1,2,1,0,1.0,1,2,1,1,1,1,0,1,1,1,1,1,2,1,1,1,1,2,1,2,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,2,0,1,1,2,2,1,2,1.0,2,2,1,0.4,80,1.0572687224669604,-0.30710701341282826
81,81,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1.0,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,0,2,0,1,1,1,1.0,1,2,1,0.5,81,1.0157068062827226,-0.4154691799616693
82,82,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1.0,2,1,1,1,1,1,1,2,0,1,0,1,0,1,0,1,1,1,1,2,1,2,1,1,1,0,0,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,0,0,1,1,1,2.0,1,2,1,0.6,82,1.0541237113402062,-0.17741379903833465
83,83,0,1,1,0,0,1,2,1,0,1,1,1,1,2,1,1,1.0,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,2.0,1,1,1,0.6,83,1.0175438596491229,-0.36099799023761386
84,84,2,1,1,1,1,2,1,1,1,1,1,2,1,2,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,1,1,0,1,1,1,0,1,1,2.0,0,1,0,0.6,84,1.0225806451612902,-0.17253100055412826
85,85,2,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,2.0,1,1,1,1,1,1,1,0,1,1,1,1,2,2,1,0,0,1,2,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,2.0,2,2,1,0.6,85,1.0175438596491229,-0.15753605195897635
86,86,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1.0,0,1,1,0,1,1,1,2,1,1,0,0,2,0,1,1,1,1,1,1,1,1,1,0,2,1,3,0,0,1,2,1,1,1,2,1,2,1,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,1,2.0,2,1,1,0.4,86,1.0618336886993602,-0.09209981495870113
87,87,2,1,1,1,1,1,0,1,1,0,2,1,1,1,1,0,2.0,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,2,1,1,1,1.0,0,1,1,0.6,87,1.0321637426900585,-0.10945776974899701
88,88,1,2,1,1,0,1,2,0,2,1,1,1,1,1,1,1,2.0,1,2,1,0,1,1,1,1,1,1,1,2,1,1,1,0,2,0,2,1,1,1,1,1,1,1,2,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,2,0.0,2,1,1,0.4,88,1.067391304347826,-0.22104687810291251
89,89,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,2.0,1,1,0,1,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,2,2.0,1,1,1,0.6,89,1.022038567493113,-0.25455929305719044
90,90,2,1,1,1,1,2,1,1,1,1,2,2,1,2,1,2,2.0,1,0,1,1,1,2,1,1,1,1,1,1,0,1,0,1,1,1,2,1,0,2,0,1,1,1,1,1,1,1,1,2,1,1,0,1,1,1,1,1,2,0,1,1,2,1,2,2,1,1,0,0,2,2,2.0,2,1,0,0.5,90,1.046692607003891,-0.3641173055704942
91,91,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,2.0,0,1,1,1,1,1,1,1,1,1,2,0,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1.0,1,2,1,0.6,91,1.009009009009009,-0.25694747971228243
92,92,2,1,2,2,1,2,1,1,1,1,1,0,1,1,1,0,1.0,1,0,1,1,1,1,1,2,1,1,1,0,2,1,2,1,1,1,2,1,1,1,1,2,2,0,2,2,1,1,1,2,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,2,1,1,0,1,1,0,2.0,1,2,1,0.6,92,1.048,-0.0343705259427678
93,93,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,1,1,0,1,1,0,1,1,1,2,1,1,1,1,2,1,2,1,0,1,1,1,1,1,2,1,1,1,1,0,0,1,0,0,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,1,2.0,2,1,0,0.5,93,1.0366748166259168,-0.3314787198211336
94,94,1,1,1,1,1,1,2,1,0,1,1,1,1,2,1,1,0.0,1,2,0,1,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,2,1,1,0,1,1,0,1,1,1,1.0,2,1,1,0.6,94,1.0231884057971015,-0.16751372342494436
95,95,1,1,0,1,1,0,2,0,1,1,1,1,1,1,1,1,2.0,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,2,2,1.0,2,2,2,0.6,95,1.0179948586118253,-0.4094018992911872
96,96,2,1,0,0,1,1,0,1,1,1,1,1,1,2,2,2,1.0,1,2,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,2,2,1,2,0,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,0,2,1,2,2,1,2,0,0,1,1,1,0,2,1,2,2,1.0,2,0,1,0.4,96,1.0853658536585367,-0.1863844898157933
97,97,2,1,2,1,0,2,1,1,1,1,1,1,1,1,2,1,2.0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,2,1,0,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,0,1,0,1,1,1,1,2,1,1,2,1,2,1,1,1,1,2,0,1,0.0,1,2,1,0.6,97,1.034324942791762,-0.09088178742110603
98,98,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,2,2.0,2,2,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0.0,1,2,1,0.6,98,1.0185758513931888,-0.1435114370951844
99,99,1,0,1,1,1,1,1,1,1,1,1,2,1,2,1,2,2.0,1,2,1,1,1,2,0,1,1,1,1,1,2,1,1,1,1,1,0,1,1,2,1,0,1,1,2,2,1,1,1,1,1,1,1,0,1,1,2,1,0,1,1,1,1,1,1,1,1,1,2,0,0,1,2.0,2,0,1,0.5,99,1.0223880597014925,-0.3328537074458538
100,100,1,1,1,1,1,1,1,1,0,1,0,1,1,2,0,1,2.0,1,1,1,2,1,1,2,0,1,1,2,1,2,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,1,2,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,2,1,0,0,1,2,1,2.0,1,1,1,0.4,100,1.05,-0.19790240823196
101,101,2,1,1,1,0,1,2,2,2,0,1,0,1,1,1,2,2.0,1,1,1,1,1,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,2,2,0,2.0,2,1,1,0.5,101,1.0572033898305084,-0.2479946247228877
102,102,0,1,1,1,0,1,2,0,1,1,1,1,1,1,1,1,2.0,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,2,1,2,2,1,0,1,2,1,1,2,1,0,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,1,1,1,0,2,2,1,1,1.0,0,0,1,0.4,102,1.0670611439842208,-0.23162934461064413
103,103,2,1,1,1,1,2,1,0,1,1,1,1,0,1,1,1,1.0,1,1,0,1,0,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,1,0,1,1,1,1,1,1,1,1,1,2,2,2,0,2.0,1,0,1,0.5,103,1.037837837837838,-0.16261776741781206
104,104,1,1,1,0,1,1,1,1,0,1,1,1,1,0,0,1,2.0,2,1,2,1,2,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,1,0,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,2,1,1,0,2,3.0,1,1,1,0.5,104,1.0720524017467248,-0.1515590714392399
105,105,1,0,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2.0,1,1,1,1,2,0,1,1,1,1,2,1,2,1,1,0,1,1,2,0,1,2,1,1,1,1,2,1,0,1,1,0,1,1,2,2,1,1,1,2,2,2,2,1,2,1,1,0,1,1,1,1,1,2,2.0,2,0,1,0.4,105,1.0798611111111112,-0.31741756407277105
106,106,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1.0,1,1,0,0,0,1,1,2,0,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,0,1,1,1,1,1,1,2,1.0,2,1,0,0.6,106,1.0027932960893855,-0.2800407548897959
107,107,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,2,0.0,1,0,1,1,0,1,1,1,1,1,1,1,2,1,1,1,1,0,1,2,1,0,1,1,1,1,2,1,1,1,1,0,1,1,1,1,2,1,1,1,2,2,1,1,1,0,1,2,1,1,2,2,1,0,2.0,2,2,2,0.6,107,1.0248306997742664,-0.21820223854674228
108,108,1,1,2,1,0,1,0,1,1,0,1,1,1,1,1,1,2.0,0,2,1,1,2,1,0,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,0,1,1,0,1,0,1,1,1,1,2,1,1,1,1,0,1,1,1,2,1,1.0,1,1,1,0.5,108,1.042316258351893,-0.2841480488706576
109,109,2,1,1,1,0,1,0,1,1,1,1,2,1,0,1,0,0.0,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,0,2,1,1,1,2,1,2,1,0,1,1,1,1,1,1,1,1,0,1,1,1,2,2,0,1,1,2,2,1,0,1,1,1,1,1,1,2,2.0,1,1,2,0.6,109,1.0461538461538462,-0.08121342737957547
110,110,0,1,1,1,1,0,2,1,0,2,1,2,1,1,1,0,1.0,1,1,1,1,2,2,1,1,1,0,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,0,2.0,1,1,1,0.4,110,1.0413625304136254,-0.17470362195652275
111,111,1,1,1,1,1,1,2,0,1,1,0,1,0,2,1,1,2.0,1,1,0,1,1,1,1,2,1,1,1,2,2,1,1,1,1,1,1,2,1,2,1,0,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,2,1,1,1,1,0,0,2,1,1,1,0.0,1,1,1,0.4,111,1.0548245614035088,-0.3866492376732123
112,112,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2.0,1,1,1,0,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,1,1,2,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,0,1,1,1,0,2,1.0,1,1,1,0.4,112,1.0285714285714285,-0.3787685693764082
113,113,2,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,2.0,1,1,1,1,1,0,0,1,1,1,2,1,1,1,1,1,2,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,2,1,0,1,1,1,1,1,1,1,1,1,2,2,2.0,2,1,0,0.5,113,1.0339425587467364,-0.40562860989679833
114,114,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,2.0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,2,2.0,1,1,0,0.6,114,1.0178571428571428,-0.2516485849921433
115,115,1,1,1,1,1,1,0,1,1,1,1,1,0,2,0,1,0.0,1,0,1,1,1,1,1,1,1,1,1,1,2,1,0,0,1,1,1,1,1,1,1,1,0,1,2,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,1,1,1,1,2,1,2,2,2.0,2,2,1,0.6,115,1.0283505154639174,-0.4307520141358603
116,116,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,2,1,1,1,1,1,1,1,1,0,2,2,0,0,1,1,0,1,2,1,0,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,2.0,1,2,1,0.5,116,1.0505747126436782,-0.3897607415271288
117,117,1,1,0,1,1,1,2,1,1,1,1,0,1,1,1,1,2.0,1,1,0,1,1,1,1,1,1,0,0,2,2,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,0,2,1,1,1,1.0,1,1,1,0.6,117,1.0219435736677116,-0.2547443533551218
118,118,0,1,0,1,1,2,1,1,0,0,1,1,1,1,2,1,2.0,1,2,1,2,1,2,1,1,1,1,0,0,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,0,1,1,1,1,1,2,1,1,1,0,1,2,1,2,1,1,2,1,1,2,2,0,2,2.0,2,2,2,0.4,118,1.0794824399260627,-0.21233264288393283
119,119,2,1,1,1,1,1,0,1,1,1,1,1,1,2,1,1,1.0,1,1,1,1,1,1,1,1,2,0,1,1,1,2,1,1,1,0,2,0,1,1,0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,1,0,1,2,1,2,1.0,0,1,1,0.6,119,1.0425,-0.159107036130062
120,120,0,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1.0,1,1,1,1,1,2,0,1,1,1,2,2,1,0,2,1,0,1,2,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,2,0,1,2,2,1,2,2,1,2,1,1,2,2,1,1,2.0,2,2,1,0.4,120,1.075812274368231,-0.4170620144353566
121,121,1,1,1,0,1,1,2,1,0,1,1,1,1,2,1,1,2.0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,2,1,1,1,1,2,1,1,0,1,1,1,1,1,0,1,0,1,1,2,1,1,0,1,1,1,1,0,0,1,1,1,1,1.0,1,1,1,0.6,121,1.0165745856353592,-0.4067940073083717
122,122,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,0,0.0,1,1,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,2,2,0,1,1,1,2,1,1,1,2,2.0,1,2,1,0.6,122,1.0278551532033426,-0.39397282582431686
123,123,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1.0,0,2,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,2,1,1,0,0,2,1,1,1,2,1,1,1,1,0,2,1,1,1,2,1,2,1,0,2,0,1,1,2.0,2,0,1,0.6,123,1.036281179138322,-0.24978890462256786
124,124,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,2,1.0,0,1,1,0,0,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,2,0,1,1,1,2,2.0,2,1,1,0.6,124,1.0277777777777777,-0.2260612300857347
125,125,2,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,2.0,2,1,1,1,1,2,1,2,1,1,0,1,0,0,1,2,1,1,1,1,0,2,1,1,1,1,0,1,1,1,1,2,1,1,2,2,0,1,1,1,2,1,0,1,0,2,2,0,1,1,0,1,2,2,2.0,2,2,1,0.5,125,1.0535714285714286,-0.3085572825903719
126,126,1,0,1,0,1,1,1,1,1,1,0,1,1,2,1,1,1.0,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,2,1,1,1,1,2,1,1,1,1,0,1,0,2.0,2,0,0,0.6,126,1.0255102040816326,-0.3018843755578189
127,127,1,1,1,1,1,1,1,1,1,0,1,1,1,2,1,1,1.0,1,1,1,1,2,1,0,1,1,1,0,2,0,1,1,1,1,1,1,0,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,0,1,1,2,1,0,1,1,2,1,1,2,0,1,1,2,2.0,2,0,1,0.5,127,1.0352303523035231,-0.21878107312868822
128,128,1,1,1,1,1,1,2,1,1,1,0,1,1,2,1,2,0.0,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0,2,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2,2,1,1,1,1,1,1,1,2,1,0,2,2.0,1,2,1,0.6,128,1.035897435897436,-0.26565886289421375
129,129,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2.0,1,2,1,2,1,2,1,2,0,1,1,2,1,1,1,2,0,1,1,1,1,2,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,0,1,1,2,1,1,1,1,0,2,0,1,1,2,1,2,2,2.0,2,0,1,0.4,129,1.033734939759036,-0.34417668198200996
130,130,1,1,1,1,1,1,1,1,1,1,0,0,1,2,1,1,0.0,1,1,1,1,1,1,1,1,0,1,1,2,0,1,1,1,1,1,2,1,1,0,1,1,2,1,2,1,0,1,1,2,1,1,2,1,1,1,2,2,1,0,1,0,1,1,2,1,1,2,1,1,1,1,2.0,2,1,2,0.5,130,1.0380313199105144,-0.10177106006859556
131,131,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,0,1,2,1,1,1,1,1,1,1,0,2,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,2,1,1,2,0,1,1,1,1,2,1,2.0,1,1,1,0.6,131,1.0245901639344261,-0.19248017900803457
132,132,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,2.0,1,0,1,1,0,1,1,1,1,1,1,2,1,1,1,1,1,0,1,1,1,2,1,1,0,0,2,1,1,1,1,2,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,2,1.0,1,2,1,0.5,132,1.025,-0.3259034668069871
133,133,2,0,1,1,1,1,1,1,0,1,1,2,1,1,1,1,2.0,1,1,1,2,1,2,1,1,0,1,1,2,2,1,1,1,0,0,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,2,2,1,0,3.0,2,2,1,0.5,133,1.074766355140187,-0.4263996178079221
134,134,1,1,1,1,1,0,2,1,1,1,1,2,1,1,0,0,1.0,1,2,0,2,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,2,1,1,2,1,1,1,1,1,2,2,1.0,2,1,1,0.6,134,1.0272952853598014,-0.1869181097011026
135,135,2,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1.0,1,2,0,1,1,0,0,1,0,1,1,1,2,1,0,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,0,1,2,0,1,1,0,2,1,1,1,2,1,0,2,1.0,2,1,1,0.4,135,1.055441478439425,-0.36406955080860814
136,136,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1.0,1,1,1,1,1,2,1,2,1,1,1,2,1,1,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,2,1,1,1,0,0,1,1,1,1,2,1,2,1.0,1,0,0,0.5,136,1.0323383084577114,-0.2276960216199723
137,137,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2.0,1,1,0,1,1,0,0,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,2,1,1,0,1,1,1,2,1,1,1,1,1,2,1,2.0,2,1,1,0.6,137,1.030612244897959,-0.30790145620394943
138,138,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2.0,2,2,1,1,1,2,1,1,0,0,2,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,0,2,1,1,1,1,1,0,2,1.0,0,0,1,0.6,138,1.0340632603406326,-0.27157204229267284
139,139,1,0,1,1,0,1,2,1,1,1,1,1,0,1,1,1,2.0,1,1,1,0,1,1,1,1,1,1,1,1,2,0,1,1,1,2,0,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,0,1,2,1,0,2,2.0,0,2,2,0.4,139,1.103515625,-0.33485565774824955
140,140,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,2,2.0,2,0,1,1,0,0,0,1,1,1,1,1,2,2,0,0,1,2,0,2,1,0,1,1,1,1,2,1,1,2,1,2,1,1,1,2,1,1,2,1,0,2,0,1,1,1,1,2,1,1,2,2,2,2,2.0,2,2,1,0.4,140,1.0302547770700636,-0.3829921129530613
141,141,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1.0,2,1,1,1,1,1,1,2,0,1,1,2,1,1,1,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,1,1,2,1,1,1,0,0,0,1,1,2,2.0,1,1,1,0.6,141,1.0231958762886597,-0.26485856642162475
142,142,2,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1.0,2,1,1,1,0,1,1,2,1,0,0,2,1,1,1,1,1,0,1,1,1,1,1,1,1,1,2,1,0,1,1,1,0,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,2,0,2,2.0,1,2,1,0.5,142,1.0555555555555556,-0.3451804297041471
143,143,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,1,0,1,1,1,2,1,1,1,2,2,2,1,2,0.0,1,1,1,0.6,143,1.0187667560321716,-0.15005180478320407
144,144,2,1,1,0,1,2,0,1,1,1,2,1,1,2,1,1,2.0,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,2,1,0,1,1,1,0,2,2,0,1,1,1,1,1,1,1,2.0,2,1,0,0.4,144,1.0556745182012848,-0.23582383810434526
145,145,2,1,1,1,1,2,2,1,0,1,1,1,1,2,1,1,2.0,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,2,1,0,1,1,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2,1,2,1,1,1,1,1,2,1,0,2,2.0,1,1,1,0.5,145,1.0372093023255815,-0.40371845895056696
146,146,2,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,1.0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2.0,1,0,1,0.6,146,1.0089285714285714,-0.22217452113959857
147,147,1,1,1,1,1,1,2,1,1,1,1,0,1,1,1,2,2.0,0,2,1,2,1,2,0,1,0,1,1,1,0,0,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,0,1,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,1,2,2,2,2.0,1,0,0,0.6,147,1.0315985130111525,-0.2987191248625481
148,148,1,1,1,1,1,2,2,1,1,1,1,2,1,2,1,1,1.0,1,1,0,1,1,1,1,1,1,1,1,2,1,2,1,1,0,0,2,0,2,0,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1,1,0,2,2,1,2,1,2,1,1,1,2,1,0,0,2.0,2,0,2,0.6,148,1.0476190476190477,-0.18357218180647097
